query,sample,present
SRR15657795.193,NC_045512,no
SRR15657795.194,NC_045512,no
SRR15657795.195,NC_045512,no
SRR15657795.196,NC_045512,no
SRR15657795.197,NC_045512,no
SRR15657795.198,NC_045512,no
SRR15657795.199,NC_045512,no
SRR15657795.200,NC_045512,no
SRR15657795.201,NC_045512,no
SRR15657795.202,NC_045512,no
SRR15657795.203,NC_045512,no
SRR15657795.204,NC_045512,no
SRR15657795.205,NC_045512,no
SRR15657795.206,NC_045512,no
SRR15657795.207,NC_045512,no
SRR15657795.208,NC_045512,no
SRR15657795.209,NC_045512,no
SRR15657795.210,NC_045512,no
SRR15657795.211,NC_045512,no
SRR15657795.212,NC_045512,no
SRR15657795.213,NC_045512,no
SRR15657795.214,NC_045512,no
SRR15657795.215,NC_045512,no
SRR15657795.216,NC_045512,no
SRR15657795.217,NC_045512,no
SRR15657795.218,NC_045512,no
SRR15657795.219,NC_045512,no
SRR15657795.220,NC_045512,no
SRR15657795.221,NC_045512,no
SRR15657795.222,NC_045512,no
SRR15657795.223,NC_045512,no
SRR15657795.224,NC_045512,no
SRR15657795.225,NC_045512,no
SRR15657795.226,NC_045512,no
SRR15657795.227,NC_045512,no
SRR15657795.228,NC_045512,no
SRR15657795.229,NC_045512,no
SRR15657795.230,NC_045512,no
SRR15657795.231,NC_045512,no
SRR15657795.232,NC_045512,no
SRR15657795.233,NC_045512,no
SRR15657795.234,NC_045512,no
SRR15657795.235,NC_045512,no
SRR15657795.236,NC_045512,no
SRR15657795.237,NC_045512,no
SRR15657795.238,NC_045512,no
SRR15657795.239,NC_045512,no
SRR15657795.240,NC_045512,no
SRR15657795.241,NC_045512,no
SRR15657795.242,NC_045512,no
SRR15657795.243,NC_045512,no
SRR15657795.244,NC_045512,no
SRR15657795.245,NC_045512,no
SRR15657795.246,NC_045512,no
SRR15657795.247,NC_045512,no
SRR15657795.248,NC_045512,no
SRR15657795.249,NC_045512,no
SRR15657795.250,NC_045512,no
SRR15657795.251,NC_045512,no
SRR15657795.252,NC_045512,no
SRR15657795.253,NC_045512,no
SRR15657795.254,NC_045512,no
SRR15657795.255,NC_045512,no
SRR15657795.256,NC_045512,no
SRR15657795.257,NC_045512,no
SRR15657795.258,NC_045512,no
SRR15657795.259,NC_045512,no
SRR15657795.260,NC_045512,no
SRR15657795.261,NC_045512,no
SRR15657795.262,NC_045512,no
SRR15657795.263,NC_045512,no
SRR15657795.264,NC_045512,no
SRR15657795.265,NC_045512,no
SRR15657795.266,NC_045512,no
SRR15657795.267,NC_045512,no
SRR15657795.268,NC_045512,no
SRR15657795.269,NC_045512,no
SRR15657795.270,NC_045512,no
SRR15657795.271,NC_045512,no
SRR15657795.272,NC_045512,no
SRR15657795.273,NC_045512,no
SRR15657795.274,NC_045512,no
SRR15657795.275,NC_045512,no
SRR15657795.276,NC_045512,no
SRR15657795.277,NC_045512,no
SRR15657795.278,NC_045512,no
SRR15657795.279,NC_045512,no
SRR15657795.280,NC_045512,no
SRR15657795.281,NC_045512,no
SRR15657795.282,NC_045512,no
SRR15657795.283,NC_045512,no
SRR15657795.284,NC_045512,no
SRR15657795.285,NC_045512,no
SRR15657795.286,NC_045512,no
SRR15657795.287,NC_045512,no
SRR15657795.288,NC_045512,no
SRR15657795.289,NC_045512,no
SRR15657795.290,NC_045512,no
SRR15657795.291,NC_045512,no
SRR15657795.292,NC_045512,no
SRR15657795.293,NC_045512,no
SRR15657795.294,NC_045512,no
SRR15657795.295,NC_045512,no
SRR15657795.296,NC_045512,no
SRR15657795.297,NC_045512,no
SRR15657795.298,NC_045512,no
SRR15657795.299,NC_045512,no
SRR15657795.300,NC_045512,no
SRR15657795.301,NC_045512,no
SRR15657795.302,NC_045512,no
SRR15657795.303,NC_045512,no
SRR15657795.304,NC_045512,no
SRR15657795.305,NC_045512,no
SRR15657795.306,NC_045512,no
SRR15657795.307,NC_045512,no
SRR15657795.308,NC_045512,no
SRR15657795.309,NC_045512,no
SRR15657795.310,NC_045512,no
SRR15657795.311,NC_045512,no
SRR15657795.312,NC_045512,no
SRR15657795.313,NC_045512,no
SRR15657795.314,NC_045512,no
SRR15657795.315,NC_045512,no
SRR15657795.316,NC_045512,no
SRR15657795.317,NC_045512,no
SRR15657795.318,NC_045512,no
SRR15657795.319,NC_045512,no
SRR15657795.320,NC_045512,no
SRR15657795.321,NC_045512,no
SRR15657795.322,NC_045512,no
SRR15657795.323,NC_045512,no
SRR15657795.324,NC_045512,no
SRR15657795.325,NC_045512,no
SRR15657795.326,NC_045512,no
SRR15657795.327,NC_045512,no
SRR15657795.328,NC_045512,no
SRR15657795.329,NC_045512,no
SRR15657795.330,NC_045512,no
SRR15657795.331,NC_045512,no
SRR15657795.332,NC_045512,no
SRR15657795.333,NC_045512,no
SRR15657795.334,NC_045512,no
SRR15657795.335,NC_045512,no
SRR15657795.336,NC_045512,no
SRR15657795.337,NC_045512,no
SRR15657795.338,NC_045512,no
SRR15657795.339,NC_045512,no
SRR15657795.340,NC_045512,no
SRR15657795.341,NC_045512,no
SRR15657795.342,NC_045512,no
SRR15657795.343,NC_045512,no
SRR15657795.344,NC_045512,no
SRR15657795.345,NC_045512,no
SRR15657795.346,NC_045512,no
SRR15657795.347,NC_045512,no
SRR15657795.348,NC_045512,no
SRR15657795.349,NC_045512,no
SRR15657795.350,NC_045512,no
SRR15657795.351,NC_045512,no
SRR15657795.352,NC_045512,no
SRR15657795.353,NC_045512,no
SRR15657795.354,NC_045512,no
SRR15657795.355,NC_045512,no
SRR15657795.356,NC_045512,no
SRR15657795.357,NC_045512,no
SRR15657795.358,NC_045512,no
SRR15657795.359,NC_045512,no
SRR15657795.360,NC_045512,no
SRR15657795.361,NC_045512,no
SRR15657795.362,NC_045512,no
SRR15657795.363,NC_045512,no
SRR15657795.364,NC_045512,no
SRR15657795.365,NC_045512,no
SRR15657795.366,NC_045512,no
SRR15657795.367,NC_045512,no
SRR15657795.368,NC_045512,no
SRR15657795.369,NC_045512,no
SRR15657795.370,NC_045512,no
SRR15657795.371,NC_045512,no
SRR15657795.372,NC_045512,no
SRR15657795.373,NC_045512,no
SRR15657795.374,NC_045512,no
SRR15657795.375,NC_045512,no
SRR15657795.376,NC_045512,no
SRR15657795.377,NC_045512,no
SRR15657795.378,NC_045512,no
SRR15657795.379,NC_045512,no
SRR15657795.380,NC_045512,no
SRR15657795.381,NC_045512,no
SRR15657795.382,NC_045512,no
SRR15657795.383,NC_045512,no
SRR15657795.384,NC_045512,no
SRR15657795.385,NC_045512,no
SRR15657795.386,NC_045512,no
SRR15657795.387,NC_045512,no
SRR15657795.388,NC_045512,no
SRR15657795.389,NC_045512,no
SRR15657795.390,NC_045512,no
SRR15657795.391,NC_045512,no
SRR15657795.392,NC_045512,no
SRR15657795.393,NC_045512,no
SRR15657795.394,NC_045512,no
SRR15657795.395,NC_045512,no
SRR15657795.396,NC_045512,no
SRR15657795.397,NC_045512,no
SRR15657795.398,NC_045512,no
SRR15657795.399,NC_045512,no
SRR15657795.400,NC_045512,no
SRR15657795.401,NC_045512,no
SRR15657795.402,NC_045512,no
SRR15657795.403,NC_045512,no
SRR15657795.404,NC_045512,no
SRR15657795.405,NC_045512,no
SRR15657795.406,NC_045512,no
SRR15657795.407,NC_045512,no
SRR15657795.408,NC_045512,no
SRR15657795.409,NC_045512,no
SRR15657795.410,NC_045512,no
SRR15657795.411,NC_045512,no
SRR15657795.412,NC_045512,no
SRR15657795.413,NC_045512,no
SRR15657795.414,NC_045512,no
SRR15657795.415,NC_045512,no
SRR15657795.416,NC_045512,no
SRR15657795.417,NC_045512,no
SRR15657795.418,NC_045512,no
SRR15657795.419,NC_045512,no
SRR15657795.420,NC_045512,no
SRR15657795.421,NC_045512,no
SRR15657795.422,NC_045512,no
SRR15657795.423,NC_045512,no
SRR15657795.424,NC_045512,no
SRR15657795.425,NC_045512,no
SRR15657795.426,NC_045512,no
SRR15657795.427,NC_045512,no
SRR15657795.428,NC_045512,no
SRR15657795.429,NC_045512,no
SRR15657795.430,NC_045512,no
SRR15657795.431,NC_045512,no
SRR15657795.432,NC_045512,no
SRR15657795.433,NC_045512,no
SRR15657795.434,NC_045512,no
SRR15657795.435,NC_045512,no
SRR15657795.436,NC_045512,no
SRR15657795.437,NC_045512,no
SRR15657795.438,NC_045512,no
SRR15657795.439,NC_045512,no
SRR15657795.440,NC_045512,no
SRR15657795.441,NC_045512,no
SRR15657795.442,NC_045512,no
SRR15657795.443,NC_045512,no
SRR15657795.444,NC_045512,no
SRR15657795.445,NC_045512,no
SRR15657795.446,NC_045512,no
SRR15657795.447,NC_045512,no
SRR15657795.448,NC_045512,no
SRR15657795.449,NC_045512,no
SRR15657795.450,NC_045512,no
SRR15657795.451,NC_045512,no
SRR15657795.452,NC_045512,no
SRR15657795.453,NC_045512,no
SRR15657795.454,NC_045512,no
SRR15657795.455,NC_045512,no
SRR15657795.456,NC_045512,no
SRR15657795.457,NC_045512,no
SRR15657795.458,NC_045512,no
SRR15657795.459,NC_045512,no
SRR15657795.460,NC_045512,no
SRR15657795.461,NC_045512,no
SRR15657795.462,NC_045512,no
SRR15657795.463,NC_045512,no
SRR15657795.464,NC_045512,no
SRR15657795.465,NC_045512,no
SRR15657795.466,NC_045512,no
SRR15657795.467,NC_045512,no
SRR15657795.468,NC_045512,no
SRR15657795.469,NC_045512,no
SRR15657795.470,NC_045512,no
SRR15657795.471,NC_045512,no
SRR15657795.472,NC_045512,no
SRR15657795.473,NC_045512,no
SRR15657795.474,NC_045512,no
SRR15657795.475,NC_045512,no
SRR15657795.476,NC_045512,no
SRR15657795.477,NC_045512,no
SRR15657795.478,NC_045512,no
SRR15657795.479,NC_045512,no
SRR15657795.480,NC_045512,no
SRR15657795.481,NC_045512,no
SRR15657795.482,NC_045512,no
SRR15657795.483,NC_045512,no
SRR15657795.484,NC_045512,no
SRR15657795.485,NC_045512,no
SRR15657795.486,NC_045512,no
SRR15657795.487,NC_045512,no
SRR15657795.488,NC_045512,no
SRR15657795.489,NC_045512,no
SRR15657795.490,NC_045512,no
SRR15657795.491,NC_045512,no
SRR15657795.492,NC_045512,no
SRR15657795.493,NC_045512,no
SRR15657795.494,NC_045512,no
SRR15657795.495,NC_045512,no
SRR15657795.496,NC_045512,no
SRR15657795.497,NC_045512,no
SRR15657795.498,NC_045512,no
SRR15657795.499,NC_045512,no
SRR15657795.500,NC_045512,no
