sample,query,result,results_dir
data/marine/IRL_metagenomes/pp_CCHH-01_20191015.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.4.5
data/marine/IRL_metagenomes/pp_CCHH-01_20200520.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.5.1
data/marine/IRL_metagenomes/pp_CCHH-01_20200520.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.5.2
data/marine/IRL_metagenomes/pp_CCHH-01_20200520.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.5.3
data/marine/IRL_metagenomes/pp_CCHH-01_20200520.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.5.4
data/marine/IRL_metagenomes/pp_CCHH-01_20200520.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.5.5
data/marine/IRL_metagenomes/pp_CCHH-02_20180823.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.6.1
data/marine/IRL_metagenomes/pp_CCHH-02_20180823.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,1,outputs.sourmash.exksb1as/results.6.2
data/marine/IRL_metagenomes/pp_CCHH-02_20180823.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.sourmash.exksb1as/results.6.3
data/marine/IRL_metagenomes/pp_CCHH-02_20180823.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.6.4
data/marine/IRL_metagenomes/pp_CCHH-02_20180823.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.6.5
data/marine/IRL_metagenomes/pp_CCHH-02_20190318.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.7.1
data/marine/IRL_metagenomes/pp_CCHH-02_20190318.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.7.2
data/marine/IRL_metagenomes/pp_CCHH-02_20190318.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.7.3
data/marine/IRL_metagenomes/pp_CCHH-02_20190318.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.7.4
data/marine/IRL_metagenomes/pp_CCHH-02_20190318.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.7.5
data/marine/IRL_metagenomes/pp_CCHH-02_20200520.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.8.1
data/marine/IRL_metagenomes/pp_CCHH-02_20200520.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.8.2
data/marine/IRL_metagenomes/pp_CCHH-02_20200520.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.8.3
data/marine/IRL_metagenomes/pp_CCHH-02_20200520.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.8.4
data/marine/IRL_metagenomes/pp_CCHH-02_20200520.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.8.5
data/marine/IRL_metagenomes/pp_CCHH-03_20180823.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.9.1
data/marine/IRL_metagenomes/pp_CCHH-03_20180823.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.9.2
data/marine/IRL_metagenomes/pp_CCHH-03_20180823.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.sourmash.exksb1as/results.9.3
data/marine/IRL_metagenomes/pp_CCHH-03_20180823.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.9.4
data/marine/IRL_metagenomes/pp_CCHH-03_20180823.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.9.5
data/marine/IRL_metagenomes/pp_CCHH-03_20190318.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.10.1
data/marine/IRL_metagenomes/pp_CCHH-03_20190318.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.10.2
data/marine/IRL_metagenomes/pp_CCHH-03_20190318.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.10.3
data/marine/IRL_metagenomes/pp_CCHH-03_20190318.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.10.4
data/marine/IRL_metagenomes/pp_CCHH-03_20190318.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.10.5
data/marine/IRL_metagenomes/pp_CCHH-03_20191015.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.11.1
data/marine/IRL_metagenomes/pp_CCHH-03_20191015.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.11.2
data/marine/IRL_metagenomes/pp_CCHH-03_20191015.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.11.3
data/marine/IRL_metagenomes/pp_CCHH-03_20191015.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.11.4
data/marine/IRL_metagenomes/pp_CCHH-03_20191015.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.11.5
data/marine/IRL_metagenomes/pp_CCHH-03_20200520.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.12.1
data/marine/IRL_metagenomes/pp_CCHH-03_20200520.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.12.2
data/marine/IRL_metagenomes/pp_CCHH-03_20200520.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.12.3
data/marine/IRL_metagenomes/pp_CCHH-03_20200520.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.12.4
data/marine/IRL_metagenomes/pp_CCHH-03_20200520.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.12.5
data/marine/IRL_metagenomes/pp_CCHH-04_20180823.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.13.1
data/marine/IRL_metagenomes/pp_CCHH-04_20180823.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.13.2
data/marine/IRL_metagenomes/pp_CCHH-04_20180823.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.sourmash.exksb1as/results.13.3
data/marine/IRL_metagenomes/pp_CCHH-04_20180823.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.13.4
data/marine/IRL_metagenomes/pp_CCHH-04_20180823.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.13.5
data/marine/IRL_metagenomes/pp_CCHH-04_20190318.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.14.1
data/marine/IRL_metagenomes/pp_CCHH-04_20190318.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.14.2
data/marine/IRL_metagenomes/pp_CCHH-04_20190318.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.14.3
data/marine/IRL_metagenomes/pp_CCHH-04_20190318.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.14.4
data/marine/IRL_metagenomes/pp_CCHH-04_20190318.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.14.5
data/marine/IRL_metagenomes/pp_CCHH-04_20191015.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.15.1
data/marine/IRL_metagenomes/pp_CCHH-04_20191015.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.15.2
data/marine/IRL_metagenomes/pp_CCHH-04_20191015.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.15.3
data/marine/IRL_metagenomes/pp_CCHH-04_20191015.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.15.4
data/marine/IRL_metagenomes/pp_CCHH-04_20191015.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.15.5
data/marine/IRL_metagenomes/pp_CCHH-04_20200520.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.16.1
data/marine/IRL_metagenomes/pp_CCHH-04_20200520.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.16.2
data/marine/IRL_metagenomes/pp_CCHH-04_20200520.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.16.3
data/marine/IRL_metagenomes/pp_CCHH-04_20200520.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.16.4
data/marine/IRL_metagenomes/pp_CCHH-04_20200520.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.16.5
data/marine/IRL_metagenomes/pp_CCHH-05_20180905.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.17.1
data/marine/IRL_metagenomes/pp_CCHH-05_20180905.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.17.2
data/marine/IRL_metagenomes/pp_CCHH-05_20180905.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,1,outputs.sourmash.exksb1as/results.17.3
data/marine/IRL_metagenomes/pp_CCHH-05_20180905.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.17.4
data/marine/IRL_metagenomes/pp_CCHH-05_20180905.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.17.5
data/marine/IRL_metagenomes/pp_CCHH-05_20190320.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.18.1
data/marine/IRL_metagenomes/pp_CCHH-05_20190320.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.18.2
data/marine/IRL_metagenomes/pp_CCHH-05_20190320.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.18.3
data/marine/IRL_metagenomes/pp_CCHH-05_20190320.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.18.4
data/marine/IRL_metagenomes/pp_CCHH-05_20190320.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.18.5
data/marine/IRL_metagenomes/pp_CCHH-06_20180905.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.19.1
data/marine/IRL_metagenomes/pp_CCHH-06_20180905.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.19.2
data/marine/IRL_metagenomes/pp_CCHH-06_20180905.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.19.3
data/marine/IRL_metagenomes/pp_CCHH-06_20180905.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.19.4
data/marine/IRL_metagenomes/pp_CCHH-06_20180905.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.19.5
data/marine/IRL_metagenomes/pp_CCHH-06_20190320.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.20.1
data/marine/IRL_metagenomes/pp_CCHH-06_20190320.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.20.2
data/marine/IRL_metagenomes/pp_CCHH-06_20190320.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.20.3
data/marine/IRL_metagenomes/pp_CCHH-06_20190320.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.20.4
data/marine/IRL_metagenomes/pp_CCHH-06_20190320.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.20.5
data/marine/IRL_metagenomes/pp_CCHH-06_20191001.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.21.1
data/marine/IRL_metagenomes/pp_CCHH-06_20191001.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.21.2
data/marine/IRL_metagenomes/pp_CCHH-06_20191001.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.21.3
data/marine/IRL_metagenomes/pp_CCHH-06_20191001.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.21.4
data/marine/IRL_metagenomes/pp_CCHH-06_20191001.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.21.5
data/marine/IRL_metagenomes/pp_CCHH-06_20200317.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.22.1
data/marine/IRL_metagenomes/pp_CCHH-06_20200317.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.22.2
data/marine/IRL_metagenomes/pp_CCHH-06_20200317.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.22.3
data/marine/IRL_metagenomes/pp_CCHH-06_20200317.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.22.4
data/marine/IRL_metagenomes/pp_CCHH-06_20200317.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.22.5
data/marine/IRL_metagenomes/pp_CCHH-07_20180905.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.23.1
data/marine/IRL_metagenomes/pp_CCHH-07_20180905.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.23.2
data/marine/IRL_metagenomes/pp_CCHH-07_20180905.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.23.3
data/marine/IRL_metagenomes/pp_CCHH-07_20180905.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.23.4
data/marine/IRL_metagenomes/pp_CCHH-07_20180905.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.23.5
data/marine/IRL_metagenomes/pp_CCHH-07_20190320.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.24.1
data/marine/IRL_metagenomes/pp_CCHH-07_20190320.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.24.2
data/marine/IRL_metagenomes/pp_CCHH-07_20190320.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.24.3
data/marine/IRL_metagenomes/pp_CCHH-07_20190320.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.24.4
data/marine/IRL_metagenomes/pp_CCHH-07_20190320.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.24.5
data/marine/IRL_metagenomes/pp_CCHH-08_20180905.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.25.1
data/marine/IRL_metagenomes/pp_CCHH-08_20180905.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.25.2
data/marine/IRL_metagenomes/pp_CCHH-08_20180905.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.25.3
data/marine/IRL_metagenomes/pp_CCHH-08_20180905.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.25.4
data/marine/IRL_metagenomes/pp_CCHH-08_20180905.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.25.5
data/marine/IRL_metagenomes/pp_CCHH-08_20190320.fq.gz,data/marine/BGC/Cylindrospermopsis_raciborskii_T3_BCG_saxitoxin_GenBank_DQ787200v1.fna,0,outputs.sourmash.exksb1as/results.26.1
data/marine/IRL_metagenomes/pp_CCHH-08_20190320.fq.gz,data/marine/BGC/Dolichospermum_circinale_AWQC131C_saxitoxin_BGC_GenBank_DQ787201v1.fna,0,outputs.sourmash.exksb1as/results.26.2
data/marine/IRL_metagenomes/pp_CCHH-08_20190320.fq.gz,data/marine/BGC/Microcystis_aeruginosa_PCC_7806_microcystin_BGC_GenBank_AF183408v1.fna,0,outputs.sourmash.exksb1as/results.26.3
data/marine/IRL_metagenomes/pp_CCHH-08_20190320.fq.gz,data/marine/BGC/Plima_partLSU.fasta,0,outputs.sourmash.exksb1as/results.26.4
data/marine/IRL_metagenomes/pp_CCHH-08_20190320.fq.gz,data/marine/BGC/Pseudo-nitzschia_multiseries_isolate_15091C3_domoic_acid_BGC_GenBank_MH202990v1.fna,0,outputs.sourmash.exksb1as/results.26.5
