  0.02	3627	0	S	1217908	                Octadecabacter antarcticus
  0.02	3627	3627	S1	391626	                  Octadecabacter antarcticus 307
  0.02	3555	0	S	53946	                Octadecabacter arcticus
  0.02	3555	3555	S1	391616	                  Octadecabacter arcticus 238
  0.00	437	437	S	1458307	                Octadecabacter temperatus
  0.05	7830	121	G	60136	              Sulfitobacter
  0.03	4342	4342	S	1389011	                Sulfitobacter sp. SK025
  0.01	1071	1071	S	1389005	                Sulfitobacter sp. SK012
  0.00	602	602	S	1968541	                Sulfitobacter sp. D7
  0.00	571	571	S	2070369	                Sulfitobacter sp. JL08
  0.00	531	531	S	1389004	                Sulfitobacter sp. SK011
  0.00	448	448	S	1402135	                Sulfitobacter pseudonitzschiae
  0.00	144	144	S	1917485	                Sulfitobacter sp. AM1-D1
  0.01	2338	493	G	302485	              Phaeobacter
  0.00	713	713	S	221822	                Phaeobacter inhibens
  0.00	526	526	S	60890	                Phaeobacter gallaeciensis
  0.00	277	277	S	1580596	                Phaeobacter piscinae
  0.00	264	264	S	1844006	                Phaeobacter porticola
  0.00	65	65	S	681157	                Phaeobacter sp. LSS9
  0.01	1564	0	G	1579315	              Halocynthiibacter
  0.01	1564	1564	S	1579316	                Halocynthiibacter arcticus
  0.01	1317	25	G	875170	              Celeribacter
  0.00	510	510	S	1397108	                Celeribacter marinus
  0.00	366	366	S	875171	                Celeribacter baekdonensis
  0.00	196	196	S	1411902	                Celeribacter manganoxidans
  0.00	145	145	S	1758178	                Celeribacter ethanolicus
  0.00	75	75	S	1208324	                Celeribacter indicus
  0.01	1206	139	G	265	              Paracoccus
  0.00	268	268	S	2065379	                Paracoccus sp. CBA4604
  0.00	172	172	S	1529068	                Paracoccus sp. BM15
  0.00	135	0	S	34003	                Paracoccus aminophilus
  0.00	135	135	S1	1367847	                  Paracoccus aminophilus JCM 7686
  0.00	120	120	S	1077935	                Paracoccus zhejiangensis
  0.00	92	92	S	147645	                Paracoccus yeei
  0.00	76	76	S	2259340	                Paracoccus sp. SC2-6
  0.00	67	67	S	34004	                Paracoccus aminovorans
  0.00	61	61	S	1945662	                Paracoccus contaminans
  0.00	46	0	S	266	                Paracoccus denitrificans
  0.00	46	46	S1	318586	                  Paracoccus denitrificans PD1222
  0.00	30	30	S	1499308	                Paracoccus mutanolyticus
  0.01	961	9	G	97050	              Ruegeria
  0.00	343	343	S	2293862	                Ruegeria sp. AD91A
  0.00	306	0	S	89184	                Ruegeria pomeroyi
  0.00	306	306	S1	246200	                  Ruegeria pomeroyi DSS-3
  0.00	251	251	S	292414	                Ruegeria sp. TM1040
  0.00	52	52	S	2099786	                Ruegeria sp. NKC1-1
  0.01	851	90	G	2433	              Roseobacter
  0.00	402	0	S	42443	                Roseobacter litoralis
  0.00	402	402	S1	391595	                  Roseobacter litoralis Och 149
  0.00	359	359	S	2434	                Roseobacter denitrificans
  0.00	738	3	F1	58840	              unclassified Rhodobacteraceae
  0.00	493	493	S	2171755	                Rhodobacteraceae bacterium BAR1
  0.00	153	153	S	1904441	                Rhodobacteraceae bacterium
  0.00	89	89	S	2033435	                Rhodobacteraceae bacterium QY30
  0.00	636	24	G	1060	              Rhodobacter
  0.00	215	176	S	1063	                Rhodobacter sphaeroides
  0.00	15	15	S1	557760	                  Rhodobacter sphaeroides KD131
  0.00	11	11	S1	349102	                  Rhodobacter sphaeroides ATCC 17025
  0.00	7	7	S1	349101	                  Rhodobacter sphaeroides ATCC 17029
  0.00	6	6	S1	992186	                  Rhodobacter sphaeroides WS8N
  0.00	114	114	S	1850250	                Rhodobacter sp. LPB0142
  0.00	104	0	S	1061	                Rhodobacter capsulatus
  0.00	104	104	S1	272942	                  Rhodobacter capsulatus SB 1003
  0.00	95	95	S	1075	                Rhodobacter blasticus
  0.00	84	84	S	2033869	                Rhodobacter sp. CZR27
  0.00	539	311	G	74030	              Roseovarius
  0.00	130	130	S	215743	                Roseovarius mucosus
  0.00	98	0	S	391613	                Roseovarius sp. TM1035
  0.00	98	98	S1	2203213	                  Roseovarius sp. AK1035
  0.00	507	0	G	2211641	              Yoonia
  0.00	507	507	S	245188	                Yoonia vestfoldensis
  0.00	401	49	G	34008	              Rhodovulum
  0.00	132	132	S	1564506	                Rhodovulum sp. P5
  0.00	117	110	S	35806	                Rhodovulum sulfidophilum
  0.00	7	7	S1	1188256	                  Rhodovulum sulfidophilum DSM 1374
  0.00	103	103	S	308754	                Rhodovulum sp. MB263
  0.00	329	8	G	354203	              Yangia
  0.00	186	186	S	1792508	                Yangia sp. CCB-MM3
  0.00	135	135	S	311180	                Yangia pacifica
  0.00	329	0	G	74032	              Antarctobacter
  0.00	329	329	S	74033	                Antarctobacter heliothermus
  0.00	326	12	G	92944	              Ketogulonicigenium
  0.00	188	188	S	92945	                Ketogulonicigenium vulgare
  0.00	126	126	S	92947	                Ketogulonicigenium robustum
  0.00	279	0	G	367771	              Marinovum
  0.00	279	0	S	42444	                Marinovum algicola
  0.00	279	279	S1	988812	                  Marinovum algicola DG 898
  0.00	269	0	G	1649279	              Epibacterium
  0.00	269	0	S	379347	                Epibacterium mobile
  0.00	269	269	S1	1265309	                  Epibacterium mobile F1926
  0.00	265	0	G	191028	              Leisingera
  0.00	265	0	S	133924	                Leisingera methylohalidivorans
  0.00	265	265	S1	999552	                  Leisingera methylohalidivorans DSM 14336
  0.00	262	0	G	119541	              Rhodobaca
  0.00	262	262	S	441209	                Rhodobaca barguzinensis
  0.00	239	0	G	360528	              Pelagibaca
  0.00	239	239	S	1250539	                Pelagibaca abyssi
  0.00	234	0	G	299261	              Tateyamaria
  0.00	234	234	S	299262	                Tateyamaria omphalii
  0.00	232	0	G	1609958	              Confluentimicrobium
  0.00	232	232	S	1609966	                Confluentimicrobium sp. EMB200-NS6
  0.00	226	0	G	188905	              Jannaschia
  0.00	226	226	S	290400	                Jannaschia sp. CCS1
  0.00	215	0	G	436357	              Thalassococcus
  0.00	215	215	S	2109625	                Thalassococcus sp. SH-1
  0.00	214	0	G	309512	              Dinoroseobacter
  0.00	214	0	S	215813	                Dinoroseobacter shibae
  0.00	214	214	S1	398580	                  Dinoroseobacter shibae DFL 12 = DSM 16493
  0.00	206	0	G	1855413	              Brevirhabdus
  0.00	206	206	S	1267768	                Brevirhabdus pacifica
  0.00	165	0	G	1759396	              Marivivens
  0.00	165	165	S	1920883	                Marivivens sp. JLT3646
  0.00	163	0	G	204456	              Gemmobacter
  0.00	163	163	S	2169400	                Gemmobacter sp. HYN0069
  0.00	149	36	G	478070	              Labrenzia
  0.00	81	81	S	2021862	                Labrenzia sp. VG12
  0.00	22	22	S	1674922	                Labrenzia sp. CP4
  0.00	10	10	S	187304	                Labrenzia aggregata
  0.00	119	0	G	1097466	              Defluviimonas
  0.00	119	119	S	1335048	                Defluviimonas alba
  0.00	115	0	G	159345	              Roseibacterium
  0.00	115	0	S	159346	                Roseibacterium elongatum
  0.00	115	115	S1	1294273	                  Roseibacterium elongatum DSM 19469
  0.00	105	0	G	58842	              Sagittula
  0.00	105	105	S	2009329	                Sagittula sp. P11
  0.00	86	0	G	258255	              Pseudovibrio
  0.00	86	86	S	911045	                Pseudovibrio sp. FO-BEG1
  0.00	78	0	G	263377	              Salipiger
  0.00	78	78	S	1229727	                Salipiger profundus
  0.00	74	0	G	285107	              Thioclava
  0.00	74	74	S	1915078	                Thioclava nitratireducens
  0.00	66	0	G	227873	              Pannonibacter
  0.00	66	53	S	121719	                Pannonibacter phragmitetus
  0.00	13	13	S1	1402210	                  Pannonibacter phragmitetus BB
  0.00	52	0	G	152161	              Stappia
  0.00	52	52	S	1881061	                Stappia sp. ES.058
  0.00	217	0	F	69657	            Hyphomonadaceae
  0.00	101	0	G	2723	              Hirschia
  0.00	101	0	S	2724	                Hirschia baltica
  0.00	101	101	S1	582402	                  Hirschia baltica ATCC 49814
  0.00	75	1	G	85	              Hyphomonas
  0.00	29	29	S	1873716	                Hyphomonas sp. CACIAM 19H1
  0.00	24	0	S	81032	                Hyphomonas neptunium
  0.00	24	24	S1	228405	                  Hyphomonas neptunium ATCC 15444
  0.00	21	21	S	1906738	                Hyphomonas sp. Mor2
  0.00	41	0	G	74317	              Maricaulis
  0.00	41	0	S	74318	                Maricaulis maris
  0.00	41	41	S1	394221	                  Maricaulis maris MCS10
  0.06	10472	401	O	356	          Rhizobiales
  0.02	2527	49	F	82115	            Rhizobiaceae
  0.01	1533	89	F1	227290	              Rhizobium/Agrobacterium group
  0.01	984	199	G	379	                Rhizobium
  0.00	242	96	S	384	                  Rhizobium leguminosarum
  0.00	107	0	S1	386	                    Rhizobium leguminosarum bv. trifolii
  0.00	32	32	S2	1033991	                      Rhizobium leguminosarum bv. trifolii CB782
  0.00	27	27	S2	395492	                      Rhizobium leguminosarum bv. trifolii WSM2304
  0.00	26	26	S2	754523	                      Rhizobium leguminosarum bv. trifolii WSM1689
  0.00	22	22	S2	395491	                      Rhizobium leguminosarum bv. trifolii WSM1325
  0.00	39	22	S1	387	                    Rhizobium leguminosarum bv. viciae
  0.00	17	17	S2	216596	                      Rhizobium leguminosarum bv. viciae 3841
  0.00	77	23	S	29449	                  Rhizobium etli
  0.00	20	20	S1	538025	                    Rhizobium etli 8C-3
  0.00	16	16	S1	347834	                    Rhizobium etli CFN 42
  0.00	13	0	S1	323733	                    Rhizobium etli bv. mimosae
  0.00	13	13	S2	1328306	                      Rhizobium etli bv. mimosae str. Mim1
  0.00	5	0	S1	147700	                    Rhizobium etli bv. phaseoli
  0.00	5	5	S2	1432049	                      Rhizobium etli bv. phaseoli str. IE4803
  0.00	71	43	S	56730	                  Rhizobium gallicum
  0.00	28	0	S1	142627	                    Rhizobium gallicum bv. gallicum
  0.00	28	28	S2	1418105	                      Rhizobium gallicum bv. gallicum R602
  0.00	65	65	S	1125847	                  Rhizobium sp. NT-26
  0.00	57	45	S	396	                  Rhizobium phaseoli
  0.00	12	12	S1	526949	                    Rhizobium phaseoli Brasil 5
  0.00	54	54	S	348824	                  Rhizobium favelukesii
  0.00	40	40	S	1571470	                  Rhizobium sp. ACO-34A
  0.00	34	34	S	2028343	                  Rhizobium sp. 11515TR
  0.00	26	26	S	2020312	                  Rhizobium sp. CIAT894
  0.00	24	24	S	1981173	                  Rhizobium sp. NXC14
  0.00	22	22	S	1312183	                  Rhizobium jaguaris
  0.00	21	0	S	398	                  Rhizobium tropici
  0.00	21	21	S1	698761	                    Rhizobium tropici CIAT 899
  0.00	19	19	S	2048897	                  Rhizobium sp. NXC24
  0.00	7	7	S	1869170	                  Rhizobium sp. S41
  0.00	7	7	S	1301032	                  Rhizobium sp. IE4771
  0.00	5	5	S	2020311	                  Rhizobium sp. Kim5
  0.00	5	5	S	1914541	                  Rhizobium sp. Y9
  0.00	4	4	S	424182	                  Rhizobium sp. IRBG74
  0.00	3	3	S	2020313	                  Rhizobium sp. TAL182
  0.00	2	2	S	1703969	                  Rhizobium sp. N324
  0.00	355	54	G	357	                Agrobacterium
  0.00	169	2	G1	1183400	                  Agrobacterium tumefaciens complex
  0.00	129	90	S	358	                    Agrobacterium tumefaciens
  0.00	29	29	S1	311403	                      Agrobacterium radiobacter K84
  0.00	7	7	S1	1300224	                      Agrobacterium tumefaciens P4
  0.00	3	3	S1	1300225	                      Agrobacterium tumefaciens WRT31
  0.00	38	34	S	1176649	                    Agrobacterium fabrum
  0.00	4	4	S1	176299	                      Agrobacterium fabrum str. C58
  0.00	64	0	S	373	                  Agrobacterium vitis
  0.00	64	64	S1	311402	                    Agrobacterium vitis S4
  0.00	36	36	S	1842536	                  Agrobacterium sp. RAC06
  0.00	32	32	S	359	                  Agrobacterium rhizogenes
  0.00	105	3	G	1525371	                Neorhizobium
  0.00	40	5	S	399	                  Neorhizobium galegae
  0.00	21	0	S1	323656	                    Neorhizobium galegae bv. officinalis
  0.00	21	21	S2	1028801	                      Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
  0.00	14	0	S1	323655	                    Neorhizobium galegae bv. orientalis
  0.00	14	14	S2	1028800	                      Neorhizobium galegae bv. orientalis str. HAMBI 540
  0.00	39	39	S	1825976	                  Neorhizobium sp. NCHU2750
  0.00	23	23	S	2060726	                  Neorhizobium sp. SOG26
  0.00	519	11	F1	227292	              Sinorhizobium/Ensifer group
  0.00	390	67	G	28105	                Sinorhizobium
  0.00	127	0	G1	663276	                  Sinorhizobium fredii group
  0.00	127	38	S	380	                    Sinorhizobium fredii
  0.00	39	39	S1	1185652	                      Sinorhizobium fredii USDA 257
  0.00	28	28	S1	394	                      Sinorhizobium fredii NGR234
  0.00	10	10	S1	1128334	                      Sinorhizobium fredii CCBAU 83666
  0.00	5	5	S1	1128331	                      Sinorhizobium fredii CCBAU 45436
  0.00	4	4	S1	1117943	                      Sinorhizobium fredii HH103
  0.00	3	3	S1	1128330	                      Sinorhizobium fredii CCBAU 25509
  0.00	83	73	S	382	                  Sinorhizobium meliloti
  0.00	6	6	S1	693982	                    Sinorhizobium meliloti AK83
  0.00	4	4	S1	1235461	                    Sinorhizobium meliloti GR4
  0.00	49	49	S	1842534	                  Sinorhizobium sp. RAC02
  0.00	32	29	S	194963	                  Sinorhizobium americanum
  0.00	3	3	S1	1408224	                    Sinorhizobium americanum CCGM7
  0.00	31	0	S	110321	                  Sinorhizobium medicae
  0.00	31	31	S1	366394	                    Sinorhizobium medicae WSM419
  0.00	1	1	S	794846	                  Sinorhizobium sp. CCBAU 05631
  0.00	118	0	G	106591	                Ensifer
  0.00	86	27	S	106592	                  Ensifer adhaerens
  0.00	59	59	S1	1416753	                    Ensifer adhaerens OV14
  0.00	32	0	S	716925	                  Ensifer sojae
  0.00	32	32	S1	716928	                    Ensifer sojae CCBAU 05684
  0.00	365	25	G	34019	              Liberibacter
  0.00	119	119	S	1273132	                Liberibacter crescens
  0.00	61	0	S	556287	                Candidatus Liberibacter solanacearum
  0.00	61	61	S1	658172	                  Candidatus Liberibacter solanacearum CLso-ZC1
  0.00	58	0	S	34020	                Candidatus Liberibacter africanus
  0.00	58	58	S1	1277257	                  Candidatus Liberibacter africanus PTSAPSY
  0.00	57	0	S	309868	                Candidatus Liberibacter americanus
  0.00	57	57	S1	1261131	                  Candidatus Liberibacter americanus str. Sao Paulo
  0.00	45	45	S	34021	                Candidatus Liberibacter asiaticus
  0.00	61	0	G	323620	              Shinella
  0.00	61	61	S	879274	                Shinella sp. HZN7
  0.01	1711	0	F	772	            Bartonellaceae
  0.01	1711	570	G	773	              Bartonella
  0.00	179	179	S	1686310	                Bartonella apis
  0.00	95	0	S	111504	                Bartonella birtlesii
  0.00	95	95	S1	1095900	                  Bartonella birtlesii IBS 325
  0.00	93	0	S	155194	                Bartonella bovis
  0.00	93	93	S1	1094491	                  Bartonella bovis 91-4
  0.00	81	81	S	1318743	                Bartonella ancashensis
  0.00	79	79	S	774	                Bartonella bacilliformis
  0.00	75	0	S	33045	                Bartonella grahamii
  0.00	75	75	S1	634504	                  Bartonella grahamii as4aup
  0.00	72	0	S	33047	                Bartonella vinsonii
  0.00	72	0	S1	40933	                  Bartonella vinsonii subsp. berkhoffii
  0.00	72	72	S2	1094497	                    Bartonella vinsonii subsp. berkhoffii str. Winnie
  0.00	67	0	S	388640	                Bartonella australis
  0.00	67	67	S1	1094489	                  Bartonella australis Aust/NH1
  0.00	56	53	S	803	                Bartonella quintana
  0.00	3	3	S1	283165	                  Bartonella quintana str. Toulouse
  0.00	56	56	S	38323	                Bartonella henselae
  0.00	55	55	S	1933904	                Bartonella sp. WD16.2
  0.00	46	46	S	545612	                Bartonella sp. OE 1-1
  0.00	44	0	S	165694	                Bartonella schoenbuchensis
  0.00	44	44	S1	687861	                  Bartonella schoenbuchensis R1
  0.00	43	0	S	56426	                Bartonella clarridgeiae
  0.00	43	43	S1	696125	                  Bartonella clarridgeiae 73
  0.00	39	39	S	515256	                Bartonella sp. 1-1C
  0.00	36	36	S	2133959	                Bartonella sp. 'Tel Aviv'
  0.00	23	23	S	85701	                Bartonella tribocorum
  0.00	2	2	S	1933910	                Bartonella sp. A1379B
  0.01	1492	56	F	41294	            Bradyrhizobiaceae
  0.01	870	142	G	374	              Bradyrhizobium
  0.00	124	124	S	1437360	                Bradyrhizobium erythrophlei
  0.00	65	40	S	375	                Bradyrhizobium japonicum
  0.00	25	25	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.00	55	54	S	1355477	                Bradyrhizobium diazoefficiens
  0.00	1	1	S1	224911	                  Bradyrhizobium diazoefficiens USDA 110
  0.00	46	46	S	722472	                Bradyrhizobium lablabi
  0.00	45	45	S	288000	                Bradyrhizobium sp. BTAi1
  0.00	44	44	S	2057741	                Bradyrhizobium sp. SK17
  0.00	42	42	S	115808	                Bradyrhizobium sp. ORS 285
  0.00	42	42	S	114615	                Bradyrhizobium sp. ORS 278
  0.00	41	41	S	376	                Bradyrhizobium sp.
  0.00	37	37	S	1223566	                Bradyrhizobium sp. CCGE-LA001
  0.00	32	32	S	167468	                Bradyrhizobium sp. ORS 3257
  0.00	29	29	S	931866	                Bradyrhizobium ottawaense
  0.00	27	27	S	335659	                Bradyrhizobium sp. S23321
  0.00	25	25	S	1274631	                Bradyrhizobium icense
  0.00	23	23	S	1404768	                Bradyrhizobium sp. 2 39S1MB
  0.00	19	0	S	44255	                Bradyrhizobium oligotrophicum
  0.00	19	19	S1	1245469	                  Bradyrhizobium oligotrophicum S58
  0.00	18	18	S	319017	                Bradyrhizobium sp. WSM471
  0.00	14	14	S	1404367	                Bradyrhizobium sp. 3 85S1MB
  0.00	300	0	G	1073	              Rhodopseudomonas
  0.00	300	78	S	1076	                Rhodopseudomonas palustris
  0.00	78	78	S1	316055	                  Rhodopseudomonas palustris BisA53
  0.00	31	31	S1	652103	                  Rhodopseudomonas palustris DX-1
  0.00	27	27	S1	316056	                  Rhodopseudomonas palustris BisB18
  0.00	24	24	S1	395960	                  Rhodopseudomonas palustris TIE-1
  0.00	23	23	S1	316057	                  Rhodopseudomonas palustris BisB5
  0.00	22	22	S1	316058	                  Rhodopseudomonas palustris HaA2
  0.00	17	17	S1	258594	                  Rhodopseudomonas palustris CGA009
  0.00	145	7	G	85413	              Bosea
  0.00	54	54	S	1526658	                Bosea vaviloviae
  0.00	32	32	S	1792307	                Bosea sp. PAMC 26642
  0.00	32	32	S	1842539	                Bosea sp. RAC05
  0.00	20	20	S	2015316	                Bosea sp. AS-1
  0.00	33	0	F1	81426	              unclassified Bradyrhizobiaceae
  0.00	33	33	S	709797	                Bradyrhizobiaceae bacterium SG-6C
  0.00	27	0	G	911	              Nitrobacter
  0.00	14	0	S	912	                Nitrobacter hamburgensis
  0.00	14	14	S1	323097	                  Nitrobacter hamburgensis X14
  0.00	13	0	S	913	                Nitrobacter winogradskyi
  0.00	13	13	S1	323098	                  Nitrobacter winogradskyi Nb-255
  0.00	23	0	G	1033	              Afipia
  0.00	23	23	S	1882747	                Afipia sp. GAS231
  0.00	20	0	G	40136	              Oligotropha
  0.00	20	20	S	40137	                Oligotropha carboxidovorans
  0.00	18	0	G	1649510	              Variibacter
  0.00	18	18	S	1333996	                Variibacter gotjawalensis
  0.01	1114	37	F	119045	            Methylobacteriaceae
  0.01	813	130	G	407	              Methylobacterium
  0.00	151	151	S	426117	                Methylobacterium sp. 4-46
  0.00	147	147	S	2202827	                Methylobacterium sp. 17Sr1-28
  0.00	59	59	S	270351	                Methylobacterium aquaticum
  0.00	48	48	S	2202828	                Methylobacterium sp. 17Sr1-43
  0.00	42	42	S	269660	                Methylobacterium brachiatum
  0.00	40	40	S	2051553	                Methylobacterium currus
  0.00	39	0	S	114616	                Methylobacterium nodulans
  0.00	39	39	S1	460265	                  Methylobacterium nodulans ORS 2060
  0.00	36	36	S	2202825	                Methylobacterium sp. 17SD2-17
  0.00	35	35	S	2202826	                Methylobacterium sp. 17Sr1-1
  0.00	27	27	S	2067957	                Methylobacterium sp. DM1
  0.00	26	26	S	925818	                Methylobacterium sp. AMS5
  0.00	11	0	S	31998	                Methylobacterium radiotolerans
  0.00	11	11	S1	426355	                  Methylobacterium radiotolerans JCM 2831
  0.00	10	10	S	739141	                Methylobacterium sp. XJLW
  0.00	7	7	S	418223	                Methylobacterium phyllosphaerae
  0.00	3	3	S	1479019	                Methylobacterium sp. C1
  0.00	2	0	S	334852	                Methylobacterium oryzae
  0.00	2	2	S1	693986	                  Methylobacterium oryzae CBMB20
  0.00	175	22	G	2282523	              Methylorubrum
  0.00	84	24	S	408	                Methylorubrum extorquens
  0.00	41	41	S1	272630	                  Methylorubrum extorquens AM1
  0.00	10	10	S1	440085	                  Methylorubrum extorquens CM4
  0.00	9	9	S1	419610	                  Methylorubrum extorquens PA1
  0.00	65	25	S	223967	                Methylorubrum populi
  0.00	40	40	S1	441620	                  Methylorubrum populi BJ001
  0.00	4	4	S	29429	                Methylorubrum zatmanii
  0.00	89	2	G	186650	              Microvirga
  0.00	70	70	S	1882682	                Microvirga ossetica
  0.00	17	17	S	2082949	                Microvirga sp. 17 mud 1-3
  0.01	979	17	F	69277	            Phyllobacteriaceae
  0.00	478	100	G	68287	              Mesorhizobium
  0.00	99	0	S	71433	                Mesorhizobium amorphae
  0.00	99	99	S1	1082933	                  Mesorhizobium amorphae CCNWGS0123
  0.00	69	13	S	39645	                Mesorhizobium ciceri
  0.00	44	44	S1	682633	                  Mesorhizobium ciceri ca181
  0.00	12	8	S1	278148	                  Mesorhizobium ciceri biovar biserrulae
  0.00	4	4	S2	765698	                    Mesorhizobium ciceri biovar biserrulae WSM1271
  0.00	56	45	S	381	                Mesorhizobium loti
  0.00	11	11	S1	935546	                  Mesorhizobium loti NZP2037
  0.00	44	44	S	1670800	                Mesorhizobium oceanicum
  0.00	31	0	S	536018	                Mesorhizobium australicum
  0.00	31	31	S1	754035	                  Mesorhizobium australicum WSM2073
  0.00	21	0	S	2066070	                Mesorhizobium japonicum
  0.00	21	21	S1	266835	                  Mesorhizobium japonicum MAFF 303099
  0.00	20	20	S	2108445	                Mesorhizobium sp. DCY119
  0.00	18	0	S	593909	                Mesorhizobium opportunistum
  0.00	18	18	S1	536019	                  Mesorhizobium opportunistum WSM2075
  0.00	15	0	S	28104	                Mesorhizobium huakuii
  0.00	15	15	S1	763057	                  Mesorhizobium huakuii 7653R
  0.00	5	5	S	278153	                Mesorhizobium sp. WSM1497
  0.00	205	6	G	274591	              Hoeflea
  0.00	127	127	S	1620421	                Hoeflea sp. IMCC20628
  0.00	72	0	S	244596	                Hoeflea phototrophica
  0.00	72	72	S1	411684	                  Hoeflea phototrophica DFL-43
  0.00	126	0	G	245876	              Nitratireductor
  0.00	88	88	S	472175	                Nitratireductor basaltis
  0.00	38	38	S	1756988	                Nitratireductor sp. OM-1
  0.00	91	4	G	31988	              Aminobacter
  0.00	44	44	S	374606	                Aminobacter sp. MSH1
  0.00	43	43	S	83263	                Aminobacter aminovorans
  0.00	40	0	G	28100	              Phyllobacterium
  0.00	40	40	S	1867719	                Phyllobacterium zundukense
  0.00	22	0	G	449972	              Chelativorans
  0.00	22	22	S	266779	                Chelativorans sp. BNC1
  0.00	659	12	F	45401	            Hyphomicrobiaceae
  0.00	149	0	G	623276	              Maritalea
  0.00	149	149	S	454601	                Maritalea myrionectae
  0.00	131	2	G	81	              Hyphomicrobium
  0.00	80	0	S	53399	                Hyphomicrobium denitrificans
  0.00	50	50	S1	670307	                  Hyphomicrobium denitrificans 1NES1
  0.00	30	30	S1	582899	                  Hyphomicrobium denitrificans ATCC 51888
  0.00	31	31	S	717785	                Hyphomicrobium sp. MC1
  0.00	18	0	S	1427356	                Hyphomicrobium nitrativorans
  0.00	18	18	S1	1029756	                  Hyphomicrobium nitrativorans NL23
  0.00	126	0	G	46913	              Devosia
  0.00	60	60	S	2083786	                Devosia sp. I507
  0.00	39	39	S	1643450	                Devosia sp. H5989
  0.00	27	27	S	1736675	                Devosia sp. A16
  0.00	103	0	G	29407	              Rhodoplanes
  0.00	103	103	S	674703	                Rhodoplanes sp. Z2-YC6860
  0.00	49	0	G	1082930	              Pelagibacterium
  0.00	49	0	S	531813	                Pelagibacterium halotolerans
  0.00	49	49	S1	1082931	                  Pelagibacterium halotolerans B2
  0.00	40	0	G	119044	              Filomicrobium
  0.00	40	40	S	1608628	                Candidatus Filomicrobium marinum
  0.00	27	0	G	1068	              Rhodomicrobium
  0.00	27	0	S	1069	                Rhodomicrobium vannielii
  0.00	27	27	S1	648757	                  Rhodomicrobium vannielii ATCC 17100
  0.00	22	0	G	59282	              Blastochloris
  0.00	22	22	S	1079	                Blastochloris viridis
  0.00	488	4	F	118882	            Brucellaceae
  0.00	264	72	G	234	              Brucella
  0.00	160	0	S	29461	                Brucella suis
  0.00	160	160	S1	645170	                  Brucella suis bv. 2
  0.00	7	7	S	1885919	                Brucella sp. 141012304
